Year,Round,Game,Seed,Team
1985,1,1,1,St. John's
1985,1,1,16,Southern
1985,1,2,8,Iowa
1985,1,2,9,Arkansas
1985,1,3,5,Washington
1985,1,3,12,Kentucky
1985,1,4,4,UNLV
1985,1,4,13,San Diego St.
1985,1,5,6,Tulsa
1985,1,5,11,UTEP
1985,1,6,3,North Carolina St.
1985,1,6,14,Nevada
1985,1,7,7,Alabama
1985,1,7,10,Arizona
1985,1,8,2,VCU
1985,1,8,15,Marshall
1985,1,9,1,Georgetown
1985,1,9,16,Lehigh
1985,1,10,8,Temple
1985,1,10,9,Virginia Tech
1985,1,11,5,SMU
1985,1,11,12,Old Dominion
1985,1,12,4,Loyola Chicago
1985,1,12,13,Iona
1985,1,13,6,Georgia
1985,1,13,11,Wichita St.
1985,1,14,3,Illinois
1985,1,14,14,Northeastern
1985,1,15,7,Syracuse
1985,1,15,10,DePaul
1985,1,16,2,Georgia Tech
1985,1,16,15,Mercer
1985,1,17,1,Oklahoma
1985,1,17,16,North Carolina A&T
1985,1,18,8,USC
1985,1,18,9,Illinois St.
1985,1,19,5,Louisiana Tech
1985,1,19,12,Pittsburgh
1985,1,20,4,Ohio St.
1985,1,20,13,Iowa St.
1985,1,21,6,Texas Tech
1985,1,21,11,Boston College
1985,1,22,3,Duke
1985,1,22,14,Pepperdine
1985,1,23,7,UAB
1985,1,23,10,Michigan St.
1985,1,24,2,Memphis
1985,1,24,15,Penn
1985,1,25,1,Michigan
1985,1,25,16,Fairleigh Dickinson
1985,1,26,8,Villanova
1985,1,26,9,Dayton
1985,1,27,5,Maryland
1985,1,27,12,Miami OH
1985,1,28,4,LSU
1985,1,28,13,Navy
1985,1,29,6,Purdue
1985,1,29,11,Auburn
1985,1,30,3,Kansas
1985,1,30,14,Ohio
1985,1,31,7,Notre Dame
1985,1,31,10,Oregon St.
1985,1,32,2,North Carolina
1985,1,32,15,Middle Tennessee
1985,2,33,1,St. John's
1985,2,33,9,Arkansas
1985,2,34,4,UNLV
1985,2,34,12,Kentucky
1985,2,35,3,North Carolina St.
1985,2,35,11,UTEP
1985,2,36,2,VCU
1985,2,36,7,Alabama
1985,2,37,1,Georgetown
1985,2,37,8,Temple
1985,2,38,4,Loyola Chicago
1985,2,38,5,SMU
1985,2,39,3,Illinois
1985,2,39,6,Georgia
1985,2,40,2,Georgia Tech
1985,2,40,7,Syracuse
1985,2,41,1,Oklahoma
1985,2,41,9,Illinois St.
1985,2,42,4,Ohio St.
1985,2,42,5,Louisiana Tech
1985,2,43,3,Duke
1985,2,43,11,Boston College
1985,2,44,2,Memphis
1985,2,44,7,UAB
1985,2,45,1,Michigan
1985,2,45,8,Villanova
1985,2,46,5,Maryland
1985,2,46,13,Navy
1985,2,47,3,Kansas
1985,2,47,11,Auburn
1985,2,48,2,North Carolina
1985,2,48,7,Notre Dame
1985,3,49,1,St. John's
1985,3,49,12,Kentucky
1985,3,50,3,North Carolina St.
1985,3,50,7,Alabama
1985,3,51,1,Georgetown
1985,3,51,4,Loyola Chicago
1985,3,52,2,Georgia Tech
1985,3,52,3,Illinois
1985,3,53,1,Oklahoma
1985,3,53,5,Louisiana Tech
1985,3,54,2,Memphis
1985,3,54,11,Boston College
1985,3,55,5,Maryland
1985,3,55,8,Villanova
1985,3,56,2,North Carolina
1985,3,56,11,Auburn
1985,4,57,1,St. John's
1985,4,57,3,North Carolina St.
1985,4,58,1,Georgetown
1985,4,58,2,Georgia Tech
1985,4,59,1,Oklahoma
1985,4,59,2,Memphis
1985,4,60,2,North Carolina
1985,4,60,8,Villanova
1985,5,61,1,Georgetown
1985,5,61,1,St. John's
1985,5,62,2,Memphis
1985,5,62,8,Villanova
1985,6,63,1,Georgetown
1985,6,63,8,Villanova
1986,1,1,1,Kentucky
1986,1,1,16,Davidson
1986,1,2,8,Western Kentucky
1986,1,2,9,Nebraska
1986,1,3,5,Alabama
1986,1,3,12,Xavier
1986,1,4,4,Illinois
1986,1,4,13,Fairfield
1986,1,5,6,Purdue
1986,1,5,11,LSU
1986,1,6,3,Memphis
1986,1,6,14,Ball St.
1986,1,7,7,Virginia Tech
1986,1,7,10,Villanova
1986,1,8,2,Georgia Tech
1986,1,8,15,Marist
1986,1,9,1,St. John's
1986,1,9,16,Montana St.
1986,1,10,8,Auburn
1986,1,10,9,Arizona
1986,1,11,5,Maryland
1986,1,11,12,Pepperdine
1986,1,12,4,UNLV
1986,1,12,13,Louisiana Monroe
1986,1,13,6,UAB
1986,1,13,11,Missouri
1986,1,14,3,North Carolina
1986,1,14,14,Utah
1986,1,15,7,Bradley
1986,1,15,10,UTEP
1986,1,16,2,Louisville
1986,1,16,15,Drexel
1986,1,17,1,Duke
1986,1,17,16,Mississippi Valley St.
1986,1,18,8,Old Dominion
1986,1,18,9,West Virginia
1986,1,19,5,Virginia
1986,1,19,12,DePaul
1986,1,20,4,Oklahoma
1986,1,20,13,Northeastern
1986,1,21,6,Saint Joseph's
1986,1,21,11,Richmond
1986,1,22,3,Indiana
1986,1,22,14,Cleveland St.
1986,1,23,7,Navy
1986,1,23,10,Tulsa
1986,1,24,2,Syracuse
1986,1,24,15,Brown
1986,1,25,1,Kansas
1986,1,25,16,North Carolina A&T
1986,1,26,8,Jacksonville
1986,1,26,9,Temple
1986,1,27,5,Michigan St.
1986,1,27,12,Washington
1986,1,28,4,Georgetown
1986,1,28,13,Texas Tech
1986,1,29,6,North Carolina St.
1986,1,29,11,Iowa
1986,1,30,3,Notre Dame
1986,1,30,14,Little Rock
1986,1,31,7,Iowa St.
1986,1,31,10,Miami OH
1986,1,32,2,Michigan
1986,1,32,15,Akron
1986,2,33,1,Kentucky
1986,2,33,8,Western Kentucky
1986,2,34,4,Illinois
1986,2,34,5,Alabama
1986,2,35,3,Memphis
1986,2,35,11,LSU
1986,2,36,2,Georgia Tech
1986,2,36,10,Villanova
1986,2,37,1,St. John's
1986,2,37,8,Auburn
1986,2,38,4,UNLV
1986,2,38,5,Maryland
1986,2,39,3,North Carolina
1986,2,39,6,UAB
1986,2,40,2,Louisville
1986,2,40,7,Bradley
1986,2,41,1,Duke
1986,2,41,8,Old Dominion
1986,2,42,4,Oklahoma
1986,2,42,12,DePaul
1986,2,43,6,Saint Joseph's
1986,2,43,14,Cleveland St.
1986,2,44,2,Syracuse
1986,2,44,7,Navy
1986,2,45,1,Kansas
1986,2,45,9,Temple
1986,2,46,4,Georgetown
1986,2,46,5,Michigan St.
1986,2,47,6,North Carolina St.
1986,2,47,14,Little Rock
1986,2,48,2,Michigan
1986,2,48,7,Iowa St.
1986,3,49,1,Kentucky
1986,3,49,5,Alabama
1986,3,50,2,Georgia Tech
1986,3,50,11,LSU
1986,3,51,4,UNLV
1986,3,51,8,Auburn
1986,3,52,2,Louisville
1986,3,52,3,North Carolina
1986,3,53,1,Duke
1986,3,53,12,DePaul
1986,3,54,7,Navy
1986,3,54,14,Cleveland St.
1986,3,55,1,Kansas
1986,3,55,5,Michigan St.
1986,3,56,6,North Carolina St.
1986,3,56,7,Iowa St.
1986,4,57,1,Kentucky
1986,4,57,11,LSU
1986,4,58,2,Louisville
1986,4,58,8,Auburn
1986,4,59,1,Duke
1986,4,59,7,Navy
1986,4,60,1,Kansas
1986,4,60,6,North Carolina St.
1986,5,61,2,Louisville
1986,5,61,11,LSU
1986,5,62,1,Duke
1986,5,62,1,Kansas
1986,6,63,1,Duke
1986,6,63,2,Louisville
1987,1,1,1,UNLV
1987,1,1,16,Idaho St.
1987,1,2,8,Georgia
1987,1,2,9,Kansas St.
1987,1,3,5,Virginia
1987,1,3,12,Wyoming
1987,1,4,4,UCLA
1987,1,4,13,Central Michigan
1987,1,5,6,Oklahoma
1987,1,5,11,Tulsa
1987,1,6,3,Pittsburgh
1987,1,6,14,Marist
1987,1,7,7,UTEP
1987,1,7,10,Arizona
1987,1,8,2,Iowa
1987,1,8,15,Santa Clara
1987,1,9,1,Indiana
1987,1,9,16,Fairfield
1987,1,10,8,Auburn
1987,1,10,9,San Diego
1987,1,11,5,Duke
1987,1,11,12,Texas A&M
1987,1,12,4,Missouri
1987,1,12,13,Xavier
1987,1,13,6,St. John's
1987,1,13,11,Wichita St.
1987,1,14,3,DePaul
1987,1,14,14,Louisiana Tech
1987,1,15,7,Georgia Tech
1987,1,15,10,LSU
1987,1,16,2,Temple
1987,1,16,15,Southern
1987,1,17,1,Georgetown
1987,1,17,16,Bucknell
1987,1,18,8,Kentucky
1987,1,18,9,Ohio St.
1987,1,19,5,Kansas
1987,1,19,12,Houston
1987,1,20,4,Clemson
1987,1,20,13,Missouri St.
1987,1,21,6,Providence
1987,1,21,11,UAB
1987,1,22,3,Illinois
1987,1,22,14,Austin Peay
1987,1,23,7,New Orleans
1987,1,23,10,BYU
1987,1,24,2,Alabama
1987,1,24,15,North Carolina A&T
1987,1,25,1,North Carolina
1987,1,25,16,Penn
1987,1,26,8,Navy
1987,1,26,9,Michigan
1987,1,27,5,Notre Dame
1987,1,27,12,Middle Tennessee
1987,1,28,4,TCU
1987,1,28,13,Marshall
1987,1,29,6,Florida
1987,1,29,11,North Carolina St.
1987,1,30,3,Purdue
1987,1,30,14,Northeastern
1987,1,31,7,West Virginia
1987,1,31,10,Western Kentucky
1987,1,32,2,Syracuse
1987,1,32,15,Georgia Southern
1987,2,33,1,UNLV
1987,2,33,9,Kansas St.
1987,2,34,4,UCLA
1987,2,34,12,Wyoming
1987,2,35,3,Pittsburgh
1987,2,35,6,Oklahoma
1987,2,36,2,Iowa
1987,2,36,7,UTEP
1987,2,37,1,Indiana
1987,2,37,8,Auburn
1987,2,38,5,Duke
1987,2,38,13,Xavier
1987,2,39,3,DePaul
1987,2,39,6,St. John's
1987,2,40,2,Temple
1987,2,40,10,LSU
1987,2,41,1,Georgetown
1987,2,41,9,Ohio St.
1987,2,42,5,Kansas
1987,2,42,13,Missouri St.
1987,2,43,6,Providence
1987,2,43,14,Austin Peay
1987,2,44,2,Alabama
1987,2,44,7,New Orleans
1987,2,45,1,North Carolina
1987,2,45,9,Michigan
1987,2,46,4,TCU
1987,2,46,5,Notre Dame
1987,2,47,3,Purdue
1987,2,47,6,Florida
1987,2,48,2,Syracuse
1987,2,48,10,Western Kentucky
1987,3,49,1,UNLV
1987,3,49,12,Wyoming
1987,3,50,2,Iowa
1987,3,50,6,Oklahoma
1987,3,51,1,Indiana
1987,3,51,5,Duke
1987,3,52,3,DePaul
1987,3,52,10,LSU
1987,3,53,1,Georgetown
1987,3,53,5,Kansas
1987,3,54,2,Alabama
1987,3,54,6,Providence
1987,3,55,1,North Carolina
1987,3,55,5,Notre Dame
1987,3,56,2,Syracuse
1987,3,56,6,Florida
1987,4,57,1,UNLV
1987,4,57,2,Iowa
1987,4,58,1,Indiana
1987,4,58,10,LSU
1987,4,59,1,Georgetown
1987,4,59,6,Providence
1987,4,60,1,North Carolina
1987,4,60,2,Syracuse
1987,5,61,1,Indiana
1987,5,61,1,UNLV
1987,5,62,2,Syracuse
1987,5,62,6,Providence
1987,6,63,1,Indiana
1987,6,63,2,Syracuse
1988,1,1,1,Purdue
1988,1,1,16,Fairleigh Dickinson
1988,1,2,8,Baylor
1988,1,2,9,Memphis
1988,1,3,5,DePaul
1988,1,3,12,Wichita St.
1988,1,4,4,Kansas St.
1988,1,4,13,La Salle
1988,1,5,6,Kansas
1988,1,5,11,Xavier
1988,1,6,3,North Carolina St.
1988,1,6,14,Murray St.
1988,1,7,7,Vanderbilt
1988,1,7,10,Utah St.
1988,1,8,2,Pittsburgh
1988,1,8,15,Eastern Michigan
1988,1,9,1,Temple
1988,1,9,16,Lehigh
1988,1,10,8,Georgetown
1988,1,10,9,LSU
1988,1,11,5,Georgia Tech
1988,1,11,12,Iowa St.
1988,1,12,4,Indiana
1988,1,12,13,Richmond
1988,1,13,6,Missouri
1988,1,13,11,Rhode Island
1988,1,14,3,Syracuse
1988,1,14,14,North Carolina A&T
1988,1,15,7,SMU
1988,1,15,10,Notre Dame
1988,1,16,2,Duke
1988,1,16,15,Boston University
1988,1,17,1,Arizona
1988,1,17,16,Cornell
1988,1,18,8,Seton Hall
1988,1,18,9,UTEP
1988,1,19,5,Iowa
1988,1,19,12,Florida St.
1988,1,20,4,UNLV
1988,1,20,13,Missouri St.
1988,1,21,6,Florida
1988,1,21,11,St. John's
1988,1,22,3,Michigan
1988,1,22,14,Boise St.
1988,1,23,7,Wyoming
1988,1,23,10,Loyola Marymount
1988,1,24,2,North Carolina
1988,1,24,15,North Texas
1988,1,25,1,Oklahoma
1988,1,25,16,Chattanooga
1988,1,26,8,Auburn
1988,1,26,9,Bradley
1988,1,27,5,Louisville
1988,1,27,12,Oregon St.
1988,1,28,4,BYU
1988,1,28,13,Charlotte
1988,1,29,6,Villanova
1988,1,29,11,Arkansas
1988,1,30,3,Illinois
1988,1,30,14,UTSA
1988,1,31,7,Maryland
1988,1,31,10,UC Santa Barbara
1988,1,32,2,Kentucky
1988,1,32,15,Southern
1988,2,33,1,Purdue
1988,2,33,9,Memphis
1988,2,34,4,Kansas St.
1988,2,34,5,DePaul
1988,2,35,6,Kansas
1988,2,35,14,Murray St.
1988,2,36,2,Pittsburgh
1988,2,36,7,Vanderbilt
1988,2,37,1,Temple
1988,2,37,8,Georgetown
1988,2,38,5,Georgia Tech
1988,2,38,13,Richmond
1988,2,39,3,Syracuse
1988,2,39,11,Rhode Island
1988,2,40,2,Duke
1988,2,40,7,SMU
1988,2,41,1,Arizona
1988,2,41,8,Seton Hall
1988,2,42,4,UNLV
1988,2,42,5,Iowa
1988,2,43,3,Michigan
1988,2,43,6,Florida
1988,2,44,2,North Carolina
1988,2,44,10,Loyola Marymount
1988,2,45,1,Oklahoma
1988,2,45,8,Auburn
1988,2,46,4,BYU
1988,2,46,5,Louisville
1988,2,47,3,Illinois
1988,2,47,6,Villanova
1988,2,48,2,Kentucky
1988,2,48,7,Maryland
1988,3,49,1,Purdue
1988,3,49,4,Kansas St.
1988,3,50,6,Kansas
1988,3,50,7,Vanderbilt
1988,3,51,1,Temple
1988,3,51,13,Richmond
1988,3,52,2,Duke
1988,3,52,11,Rhode Island
1988,3,53,1,Arizona
1988,3,53,5,Iowa
1988,3,54,2,North Carolina
1988,3,54,3,Michigan
1988,3,55,1,Oklahoma
1988,3,55,5,Louisville
1988,3,56,2,Kentucky
1988,3,56,6,Villanova
1988,4,57,4,Kansas St.
1988,4,57,6,Kansas
1988,4,58,1,Temple
1988,4,58,2,Duke
1988,4,59,1,Arizona
1988,4,59,2,North Carolina
1988,4,60,1,Oklahoma
1988,4,60,6,Villanova
1988,5,61,2,Duke
1988,5,61,6,Kansas
1988,5,62,1,Oklahoma
1988,5,62,1,Arizona
1988,6,63,1,Oklahoma
1988,6,63,6,Kansas
1989,1,1,1,Illinois
1989,1,1,16,McNeese St.
1989,1,2,8,Pittsburgh
1989,1,2,9,Ball St.
1989,1,3,5,Arkansas
1989,1,3,12,Loyola Marymount
1989,1,4,4,Louisville
1989,1,4,13,Little Rock
1989,1,5,6,Georgia Tech
1989,1,5,11,Texas
1989,1,6,3,Missouri
1989,1,6,14,Creighton
1989,1,7,7,Florida
1989,1,7,10,Colorado St.
1989,1,8,2,Syracuse
1989,1,8,15,Bucknell
1989,1,9,1,Oklahoma
1989,1,9,16,East Tennessee St.
1989,1,10,8,La Salle
1989,1,10,9,Louisiana Tech
1989,1,11,5,Virginia
1989,1,11,12,Providence
1989,1,12,4,Florida St.
1989,1,12,13,Middle Tennessee
1989,1,13,6,Alabama
1989,1,13,11,South Alabama
1989,1,14,3,Michigan
1989,1,14,14,Xavier
1989,1,15,7,UCLA
1989,1,15,10,Iowa St.
1989,1,16,2,North Carolina
1989,1,16,15,Southern
1989,1,17,1,Georgetown
1989,1,17,16,Princeton
1989,1,18,8,Vanderbilt
1989,1,18,9,Notre Dame
1989,1,19,5,North Carolina St.
1989,1,19,12,South Carolina
1989,1,20,4,Iowa
1989,1,20,13,Rutgers
1989,1,21,6,Kansas St.
1989,1,21,11,Minnesota
1989,1,22,3,Stanford
1989,1,22,14,Siena
1989,1,23,7,West Virginia
1989,1,23,10,Tennessee
1989,1,24,2,Duke
1989,1,24,15,South Carolina St.
1989,1,25,1,Arizona
1989,1,25,16,Robert Morris
1989,1,26,8,Saint Mary's
1989,1,26,9,Clemson
1989,1,27,5,Memphis
1989,1,27,12,DePaul
1989,1,28,4,UNLV
1989,1,28,13,Idaho
1989,1,29,6,Oregon St.
1989,1,29,11,Evansville
1989,1,30,3,Seton Hall
1989,1,30,14,Missouri St.
1989,1,31,7,UTEP
1989,1,31,10,LSU
1989,1,32,2,Indiana
1989,1,32,15,George Mason
1989,2,33,1,Illinois
1989,2,33,9,Ball St.
1989,2,34,4,Louisville
1989,2,34,5,Arkansas
1989,2,35,3,Missouri
1989,2,35,11,Texas
1989,2,36,2,Syracuse
1989,2,36,10,Colorado St.
1989,2,37,1,Oklahoma
1989,2,37,9,Louisiana Tech
1989,2,38,5,Virginia
1989,2,38,13,Middle Tennessee
1989,2,39,3,Michigan
1989,2,39,11,South Alabama
1989,2,40,2,North Carolina
1989,2,40,7,UCLA
1989,2,41,1,Georgetown
1989,2,41,9,Notre Dame
1989,2,42,4,Iowa
1989,2,42,5,North Carolina St.
1989,2,43,11,Minnesota
1989,2,43,14,Siena
1989,2,44,2,Duke
1989,2,44,7,West Virginia
1989,2,45,1,Arizona
1989,2,45,9,Clemson
1989,2,46,4,UNLV
1989,2,46,12,DePaul
1989,2,47,3,Seton Hall
1989,2,47,11,Evansville
1989,2,48,2,Indiana
1989,2,48,7,UTEP
1989,3,49,1,Illinois
1989,3,49,4,Louisville
1989,3,50,2,Syracuse
1989,3,50,3,Missouri
1989,3,51,1,Oklahoma
1989,3,51,5,Virginia
1989,3,52,2,North Carolina
1989,3,52,3,Michigan
1989,3,53,1,Georgetown
1989,3,53,5,North Carolina St.
1989,3,54,2,Duke
1989,3,54,11,Minnesota
1989,3,55,1,Arizona
1989,3,55,4,UNLV
1989,3,56,2,Indiana
1989,3,56,3,Seton Hall
1989,4,57,1,Illinois
1989,4,57,2,Syracuse
1989,4,58,3,Michigan
1989,4,58,5,Virginia
1989,4,59,1,Georgetown
1989,4,59,2,Duke
1989,4,60,3,Seton Hall
1989,4,60,4,UNLV
1989,5,61,1,Illinois
1989,5,61,3,Michigan
1989,5,62,2,Duke
1989,5,62,3,Seton Hall
1989,6,63,3,Michigan
1989,6,63,3,Seton Hall
1990,1,1,1,Michigan St.
1990,1,1,16,Murray St.
1990,1,2,8,Houston
1990,1,2,9,UC Santa Barbara
1990,1,3,5,LSU
1990,1,3,12,Villanova
1990,1,4,4,Georgia Tech
1990,1,4,13,East Tennessee St.
1990,1,5,6,Minnesota
1990,1,5,11,UTEP
1990,1,6,3,Missouri
1990,1,6,14,Northern Iowa
1990,1,7,7,Virginia
1990,1,7,10,Notre Dame
1990,1,8,2,Syracuse
1990,1,8,15,Coppin St.
1990,1,9,1,UNLV
1990,1,9,16,Little Rock
1990,1,10,8,Ohio St.
1990,1,10,9,Providence
1990,1,11,5,Oregon St.
1990,1,11,12,Ball St.
1990,1,12,4,Louisville
1990,1,12,13,Idaho
1990,1,13,6,New Mexico St.
1990,1,13,11,Loyola Marymount
1990,1,14,3,Michigan
1990,1,14,14,Illinois St.
1990,1,15,7,Alabama
1990,1,15,10,Colorado St.
1990,1,16,2,Arizona
1990,1,16,15,South Florida
1990,1,17,1,Connecticut
1990,1,17,16,Boston University
1990,1,18,8,Indiana
1990,1,18,9,California
1990,1,19,5,Clemson
1990,1,19,12,BYU
1990,1,20,4,La Salle
1990,1,20,13,Southern Miss
1990,1,21,6,St. John's
1990,1,21,11,Temple
1990,1,22,3,Duke
1990,1,22,14,Richmond
1990,1,23,7,UCLA
1990,1,23,10,UAB
1990,1,24,2,Kansas
1990,1,24,15,Robert Morris
1990,1,25,1,Oklahoma
1990,1,25,16,Towson
1990,1,26,8,North Carolina
1990,1,26,9,Missouri St.
1990,1,27,5,Illinois
1990,1,27,12,Dayton
1990,1,28,4,Arkansas
1990,1,28,13,Princeton
1990,1,29,6,Xavier
1990,1,29,11,Kansas St.
1990,1,30,3,Georgetown
1990,1,30,14,Texas Southern
1990,1,31,7,Georgia
1990,1,31,10,Texas
1990,1,32,2,Purdue
1990,1,32,15,Louisiana Monroe
1990,2,33,1,Michigan St.
1990,2,33,9,UC Santa Barbara
1990,2,34,4,Georgia Tech
1990,2,34,5,LSU
1990,2,35,6,Minnesota
1990,2,35,14,Northern Iowa
1990,2,36,2,Syracuse
1990,2,36,7,Virginia
1990,2,37,1,UNLV
1990,2,37,8,Ohio St.
1990,2,38,4,Louisville
1990,2,38,12,Ball St.
1990,2,39,3,Michigan
1990,2,39,11,Loyola Marymount
1990,2,40,2,Arizona
1990,2,40,7,Alabama
1990,2,41,1,Connecticut
1990,2,41,9,California
1990,2,42,4,La Salle
1990,2,42,5,Clemson
1990,2,43,3,Duke
1990,2,43,6,St. John's
1990,2,44,2,Kansas
1990,2,44,7,UCLA
1990,2,45,1,Oklahoma
1990,2,45,8,North Carolina
1990,2,46,4,Arkansas
1990,2,46,12,Dayton
1990,2,47,3,Georgetown
1990,2,47,6,Xavier
1990,2,48,2,Purdue
1990,2,48,10,Texas
1990,3,49,1,Michigan St.
1990,3,49,4,Georgia Tech
1990,3,50,2,Syracuse
1990,3,50,6,Minnesota
1990,3,51,1,UNLV
1990,3,51,12,Ball St.
1990,3,52,7,Alabama
1990,3,52,11,Loyola Marymount
1990,3,53,1,Connecticut
1990,3,53,5,Clemson
1990,3,54,3,Duke
1990,3,54,7,UCLA
1990,3,55,4,Arkansas
1990,3,55,8,North Carolina
1990,3,56,6,Xavier
1990,3,56,10,Texas
1990,4,57,4,Georgia Tech
1990,4,57,6,Minnesota
1990,4,58,1,UNLV
1990,4,58,11,Loyola Marymount
1990,4,59,1,Connecticut
1990,4,59,3,Duke
1990,4,60,4,Arkansas
1990,4,60,10,Texas
1990,5,61,1,UNLV
1990,5,61,4,Georgia Tech
1990,5,62,3,Duke
1990,5,62,4,Arkansas
1990,6,63,1,UNLV
1990,6,63,3,Duke
1991,1,1,1,UNLV
1991,1,1,16,Montana
1991,1,2,8,Georgetown
1991,1,2,9,Vanderbilt
1991,1,3,5,Michigan St.
1991,1,3,12,Green Bay
1991,1,4,4,Utah
1991,1,4,13,South Alabama
1991,1,5,6,New Mexico St.
1991,1,5,11,Creighton
1991,1,6,3,Seton Hall
1991,1,6,14,Pepperdine
1991,1,7,7,Virginia
1991,1,7,10,BYU
1991,1,8,2,Arizona
1991,1,8,15,St. Francis PA
1991,1,9,1,Ohio St.
1991,1,9,16,Towson
1991,1,10,8,Georgia Tech
1991,1,10,9,DePaul
1991,1,11,5,Texas
1991,1,11,12,Saint Peter's
1991,1,12,4,St. John's
1991,1,12,13,Northern Illinois
1991,1,13,6,LSU
1991,1,13,11,Connecticut
1991,1,14,3,Nebraska
1991,1,14,14,Xavier
1991,1,15,7,Iowa
1991,1,15,10,East Tennessee St.
1991,1,16,2,Duke
1991,1,16,15,Louisiana Monroe
1991,1,17,1,North Carolina
1991,1,17,16,Northeastern
1991,1,18,8,Princeton
1991,1,18,9,Villanova
1991,1,19,5,Mississippi St.
1991,1,19,12,Eastern Michigan
1991,1,20,4,UCLA
1991,1,20,13,Penn St.
1991,1,21,6,North Carolina St.
1991,1,21,11,Southern Miss
1991,1,22,3,Oklahoma St.
1991,1,22,14,New Mexico
1991,1,23,7,Purdue
1991,1,23,10,Temple
1991,1,24,2,Syracuse
1991,1,24,15,Richmond
1991,1,25,1,Arkansas
1991,1,25,16,Georgia St.
1991,1,26,8,Arizona St.
1991,1,26,9,Rutgers
1991,1,27,5,Wake Forest
1991,1,27,12,Louisiana Tech
1991,1,28,4,Alabama
1991,1,28,13,Murray St.
1991,1,29,6,Pittsburgh
1991,1,29,11,Georgia
1991,1,30,3,Kansas
1991,1,30,14,New Orleans
1991,1,31,7,Florida St.
1991,1,31,10,USC
1991,1,32,2,Indiana
1991,1,32,15,Coastal Carolina
1991,2,33,1,UNLV
1991,2,33,8,Georgetown
1991,2,34,4,Utah
1991,2,34,5,Michigan St.
1991,2,35,3,Seton Hall
1991,2,35,11,Creighton
1991,2,36,2,Arizona
1991,2,36,10,BYU
1991,2,37,1,Ohio St.
1991,2,37,8,Georgia Tech
1991,2,38,4,St. John's
1991,2,38,5,Texas
1991,2,39,11,Connecticut
1991,2,39,14,Xavier
1991,2,40,2,Duke
1991,2,40,7,Iowa
1991,2,41,1,North Carolina
1991,2,41,9,Villanova
1991,2,42,12,Eastern Michigan
1991,2,42,13,Penn St.
1991,2,43,3,Oklahoma St.
1991,2,43,6,North Carolina St.
1991,2,44,10,Temple
1991,2,44,15,Richmond
1991,2,45,1,Arkansas
1991,2,45,8,Arizona St.
1991,2,46,4,Alabama
1991,2,46,5,Wake Forest
1991,2,47,3,Kansas
1991,2,47,6,Pittsburgh
1991,2,48,2,Indiana
1991,2,48,7,Florida St.
1991,3,49,1,UNLV
1991,3,49,4,Utah
1991,3,50,2,Arizona
1991,3,50,3,Seton Hall
1991,3,51,1,Ohio St.
1991,3,51,4,St. John's
1991,3,52,2,Duke
1991,3,52,11,Connecticut
1991,3,53,1,North Carolina
1991,3,53,12,Eastern Michigan
1991,3,54,3,Oklahoma St.
1991,3,54,10,Temple
1991,3,55,1,Arkansas
1991,3,55,4,Alabama
1991,3,56,2,Indiana
1991,3,56,3,Kansas
1991,4,57,1,UNLV
1991,4,57,3,Seton Hall
1991,4,58,2,Duke
1991,4,58,4,St. John's
1991,4,59,1,North Carolina
1991,4,59,10,Temple
1991,4,60,1,Arkansas
1991,4,60,3,Kansas
1991,5,61,1,UNLV
1991,5,61,2,Duke
1991,5,62,1,North Carolina
1991,5,62,3,Kansas
1991,6,63,2,Duke
1991,6,63,3,Kansas
1992,1,1,1,Kansas
1992,1,1,16,Howard
1992,1,2,8,Evansville
1992,1,2,9,UTEP
1992,1,3,5,Michigan St.
1992,1,3,12,Missouri St.
1992,1,4,4,Cincinnati
1992,1,4,13,Delaware
1992,1,5,6,Memphis
1992,1,5,11,Pepperdine
1992,1,6,3,Arkansas
1992,1,6,14,Murray St.
1992,1,7,7,Georgia Tech
1992,1,7,10,Houston
1992,1,8,2,USC
1992,1,8,15,Louisiana Monroe
1992,1,9,1,Ohio St.
1992,1,9,16,Mississippi Valley St.
1992,1,10,8,Nebraska
1992,1,10,9,Connecticut
1992,1,11,5,Alabama
1992,1,11,12,Stanford
1992,1,12,4,North Carolina
1992,1,12,13,Miami OH
1992,1,13,6,Michigan
1992,1,13,11,Temple
1992,1,14,3,Arizona
1992,1,14,14,East Tennessee St.
1992,1,15,7,St. John's
1992,1,15,10,Tulane
1992,1,16,2,Oklahoma St.
1992,1,16,15,Georgia Southern
1992,1,17,1,Duke
1992,1,17,16,Campbell
1992,1,18,8,Texas
1992,1,18,9,Iowa
1992,1,19,5,Missouri
1992,1,19,12,West Virginia
1992,1,20,4,Seton Hall
1992,1,20,13,La Salle
1992,1,21,6,Syracuse
1992,1,21,11,Princeton
1992,1,22,3,Massachusetts
1992,1,22,14,Fordham
1992,1,23,7,Charlotte
1992,1,23,10,Iowa St.
1992,1,24,2,Kentucky
1992,1,24,15,Old Dominion
1992,1,25,1,UCLA
1992,1,25,16,Robert Morris
1992,1,26,8,Louisville
1992,1,26,9,Wake Forest
1992,1,27,5,DePaul
1992,1,27,12,New Mexico St.
1992,1,28,4,Oklahoma
1992,1,28,13,Louisiana Lafayette
1992,1,29,6,Georgetown
1992,1,29,11,South Florida
1992,1,30,3,Florida St.
1992,1,30,14,Montana
1992,1,31,7,LSU
1992,1,31,10,BYU
1992,1,32,2,Indiana
1992,1,32,15,Eastern Illinois
