lon,lat,price,finished_squarefeet,year_built,date,address,city,state,zip,acres,num_dwellings,class,condition,total_squarefeet,bedrooms,full_baths,half_baths,month,address_city
44.2700036,17.567991,251000,1593,1945,10/30/2015,1207 NW JACKSON AVE,CORVALLIS,OR,97330,0.14,1,Dwelling,AV,1593,4,1,0,10,"1207 NW JACKSON AVE, CORVALLIS, OR"
44.288152,17.595172,230000,992,1976,10/30/2015,2926 NW 29TH ST,CORVALLIS,OR,97330-3545,0.08,1,Dwelling,G,1476,2,1,0,10,"2926 NW 29TH ST, CORVALLIS, OR"
44.287359,17.568367,3.00E+05,1353,1952,10/30/2015,3250 NW JOHNSON AVE,CORVALLIS,OR,97330-5071,0.14,1,Dwelling,AV,1549,3,2,0,10,"3250 NW JOHNSON AVE, CORVALLIS, OR"
44.2720139,17.5740576,225200,0,1965,10/30/2015,718 TO 720 NW 17TH ST,CORVALLIS,OR,97330,0.11,2,Dwelling,0,1936,0,0,0,10,"718 TO 720 NW 17TH ST, CORVALLIS, OR"
44.2739112,17.567986,270000,0,1964,10/30/2015,111 TO 115 NW 16TH ST,CORVALLIS,OR,97330,0.07,0,Commercial,0,3264,0,0,0,10,"111 TO 115 NW 16TH ST, CORVALLIS, OR"
44.2765799,17.589894,282500,0,1972,10/30/2015,2294 NW KINGS BLVD,CORVALLIS,OR,97330,0.06,0,Commercial,0,2858,0,0,0,10,"2294 NW KINGS BLVD, CORVALLIS, OR"
44.302983,17.541397,374000,1901,2006,10/29/2015,5010 SW HOLLYHOCK CIR,CORVALLIS,OR,97333,0.13,1,Dwelling,AV,2406,3,2,0,10,"5010 SW HOLLYHOCK CIR, CORVALLIS, OR"
44.263869,17.580087,235000,1288,1953,10/29/2015,1418 NW 11TH ST,CORVALLIS,OR,97330-4621,0.23,1,Dwelling,G,1568,2,2,1,10,"1418 NW 11TH ST, CORVALLIS, OR"
44.269594,17.589819,226900,924,1972,10/29/2015,1506 NW FORESTGREEN AVE,CORVALLIS,OR,97330-1320,0.22,1,Dwelling,G,1364,3,1,0,10,"1506 NW FORESTGREEN AVE, CORVALLIS, OR"
44.2862015,17.5420034,155000,0,NA,10/29/2015,3391 SW HAWKEYE AVE,CORVALLIS,OR,97333,0.37,0,NA,0,0,0,0,0,10,"3391 SW HAWKEYE AVE, CORVALLIS, OR"
44.295764,17.592173,194000,1450,1978,10/29/2015,3944 NW WALNUT PL,CORVALLIS,OR,97330,0.08,1,Dwelling,AV,1702,3,1,1,10,"3944 NW WALNUT PL, CORVALLIS, OR"
44.2763486,17.5693457,390000,0,1937,10/29/2015,203 TO 207 NW 21ST ST,CORVALLIS,OR,97330,0.17,3,Dwelling,0,2741,0,0,0,10,"203 TO 207 NW 21ST ST, CORVALLIS, OR"
44.312966,17.548402,235000,1568,2006,10/29/2015,1701 SW STANFORD ST,CORVALLIS,OR,97333,0.05,1,Dwelling,AV,2072,3,2,1,10,"1701 SW STANFORD ST, CORVALLIS, OR"
44.2705178,17.5914415,318000,1942,1976,10/29/2015,2358 NW GREEN CIR,CORVALLIS,OR,97330,0.25,1,Dwelling,G,2446,3,2,0,10,"2358 NW GREEN CIR, CORVALLIS, OR"
44.2946717,17.5767222,398000,2261,1965,10/28/2015,945 NW OAKDELL PL,CORVALLIS,OR,97330-2313,0.19,1,Dwelling,G,2721,5,2,0,10,"945 NW OAKDELL PL, CORVALLIS, OR"
44.263154,17.536056,15000,1188,1990,10/28/2015,300 SE GOODNIGHT AVE SPACE 9,CORVALLIS,OR,97333,0,1,Mobile Home,AV,1188,0,2,0,10,"300 SE GOODNIGHT AVE SPACE 9, CORVALLIS, OR"
44.259873,17.594534,500,540,1966,10/28/2015,2655 NW HIGHLAND DR SPACE 29,CORVALLIS,OR,97330-3647,0,1,Mobile Home,AV,540,0,1,0,10,"2655 NW HIGHLAND DR SPACE 29, CORVALLIS, OR"
44.258227,17.536551,266000,1626,1992,10/27/2015,884 SE GOODNIGHT AVE,CORVALLIS,OR,97333,0.15,1,Dwelling,G,2026,0,2,0,10,"884 SE GOODNIGHT AVE, CORVALLIS, OR"
44.259873,17.594534,33000,1040,1988,10/27/2015,2655 NW HIGHLAND DR SPACE 125,CORVALLIS,OR,97330,0,1,Mobile Home,G,1040,0,2,0,10,"2655 NW HIGHLAND DR SPACE 125, CORVALLIS, OR"
44.28612,17.5881649,10,1746,1965,10/26/2015,3110 NW FIRWOOD DR,CORVALLIS,OR,97330-1114,0.21,1,Dwelling,AV,2221,3,2,0,10,"3110 NW FIRWOOD DR, CORVALLIS, OR"
44.296869,17.5741889,525000,4843,1960,10/23/2015,3933 NW CLARENCE CIR,CORVALLIS,OR,97330-6548,0.59,1,Dwelling,AV,5711,4,3,0,10,"3933 NW CLARENCE CIR, CORVALLIS, OR"
44.288457,17.571492,560000,3597,1940,10/23/2015,3356 NW HARRISON BLVD,CORVALLIS,OR,97330-5005,0.28,1,Dwelling,G,3971,5,3,0,10,"3356 NW HARRISON BLVD, CORVALLIS, OR"
44.296557,17.597133,258000,1543,1978,10/23/2015,4110 NW JASMINE PL,CORVALLIS,OR,97330-3314,0.21,1,Dwelling,AV,2023,3,2,0,10,"4110 NW JASMINE PL, CORVALLIS, OR"
44.258948,17.551999,203500,1192,1953,10/23/2015,1360 SE CRYSTAL LAKE DR,CORVALLIS,OR,97333,0.23,1,Dwelling,G,1744,2,2,0,10,"1360 SE CRYSTAL LAKE DR, CORVALLIS, OR"
44.25828,17.543058,222000,1170,1975,10/23/2015,2339 SE RYAN ST,CORVALLIS,OR,97333,0.15,1,Dwelling,G,1440,3,1,1,10,"2339 SE RYAN ST, CORVALLIS, OR"
44.262139,17.531268,205000,1216,1980,10/23/2015,591 SE HATHAWAY PL,CORVALLIS,OR,97333,0.29,1,Dwelling,G,1768,3,2,0,10,"591 SE HATHAWAY PL, CORVALLIS, OR"
44.3084064,17.5941559,420000,2508,2003,10/22/2015,4810 NW LAVENDER CIR,CORVALLIS,OR,97330,0.13,1,Dwelling,AV,2908,3,2,1,10,"4810 NW LAVENDER CIR, CORVALLIS, OR"
44.310334,17.548595,236000,1226,2002,10/22/2015,1722 SW EASY ST,CORVALLIS,OR,97333,0.07,1,Dwelling,AV,1534,3,2,1,10,"1722 SW EASY ST, CORVALLIS, OR"
44.296653,17.584838,3.00E+05,1701,1971,10/22/2015,1720 NW WOODLAND DR,CORVALLIS,OR,97330-1744,0.26,1,Dwelling,AV,2163,3,2,0,10,"1720 NW WOODLAND DR, CORVALLIS, OR"
44.29051,17.598923,360000,1892,1994,10/21/2015,3271 NW HUCKLEBERRY PL,CORVALLIS,OR,97330,0.18,1,Dwelling,AV,2332,3,2,1,10,"3271 NW HUCKLEBERRY PL, CORVALLIS, OR"
44.26164,17.568169,250000,0,1911,10/21/2015,410 NW 5TH ST,CORVALLIS,OR,97330-6417,0.08,0,Commercial,AV,2035,0,0,0,10,"410 NW 5TH ST, CORVALLIS, OR"
44.245429,17.600055,600,1008,1976,10/21/2015,277 NE CONIFER BLVD SPACE 146,CORVALLIS,OR,97330-4151,0,1,Mobile Home,AV,1008,0,2,0,10,"277 NE CONIFER BLVD SPACE 146, CORVALLIS, OR"
44.2899254,17.5842911,279000,1926,1956,10/20/2015,3520 NW CIRCLE BLVD,CORVALLIS,OR,97330-1776,0.2,1,Dwelling,G,2190,4,2,0,10,"3520 NW CIRCLE BLVD, CORVALLIS, OR"
44.2441394,17.5973334,233000,1321,1964,10/20/2015,231 NE CAMBRIDGE CIR,CORVALLIS,OR,97330-4101,0.28,1,Dwelling,AV,1893,3,1,1,10,"231 NE CAMBRIDGE CIR, CORVALLIS, OR"
44.282546,17.548068,260000,1296,1976,10/20/2015,3010 SW KNOLLBROOK AVE,CORVALLIS,OR,97333,0.19,1,Dwelling,AV,1736,3,1,0,10,"3010 SW KNOLLBROOK AVE, CORVALLIS, OR"
44.262747,17.538208,258100,1945,2005,10/19/2015,522 SE PARK AVE,CORVALLIS,OR,97333,0.19,1,Dwelling,AV,2473,4,2,1,10,"522 SE PARK AVE, CORVALLIS, OR"
44.2846453,17.5906846,308000,2235,1965,10/19/2015,3120 NW ASHWOOD DR,CORVALLIS,OR,97330-1159,0.26,1,Dwelling,AV,2715,4,2,0,10,"3120 NW ASHWOOD DR, CORVALLIS, OR"
44.263283,17.5808022,244000,1100,1955,10/19/2015,1445 NW 11TH ST,CORVALLIS,OR,97330-4620,0.21,1,Dwelling,AV,1760,3,2,0,10,"1445 NW 11TH ST, CORVALLIS, OR"
44.2862015,17.5420034,166500,0,NA,10/16/2015,3176 SW HAWKEYE AVE,CORVALLIS,OR,97333,0.48,0,NA,0,0,0,0,0,10,"3176 SW HAWKEYE AVE, CORVALLIS, OR"
44.258581,17.592308,243000,1300,1977,10/16/2015,956 NW IRONWOOD AVE,CORVALLIS,OR,97330-1525,0.2,1,Dwelling,AV,1800,2,2,0,10,"956 NW IRONWOOD AVE, CORVALLIS, OR"
44.3078512,17.552455,220000,1513,1958,10/16/2015,1360 SW HILLVIEW AVE,CORVALLIS,OR,97333,0.29,1,Dwelling,G,1657,3,2,0,10,"1360 SW HILLVIEW AVE, CORVALLIS, OR"
44.2622966,17.5955647,295000,1582,2003,10/16/2015,998 NW ANJNI CIR,CORVALLIS,OR,97330,0.11,1,Dwelling,AV,2030,3,2,1,10,"998 NW ANJNI CIR, CORVALLIS, OR"
44.296256,17.575268,680000,4254,1960,10/16/2015,3926 NW CLARENCE CIR,CORVALLIS,OR,97330-6547,0.24,1,Dwelling,AV,4674,3,3,0,10,"3926 NW CLARENCE CIR, CORVALLIS, OR"
44.2873956,17.6010716,462637,2750,2003,10/16/2015,2866 NW SILKTASSEL DR,CORVALLIS,OR,97330,0.12,1,Dwelling,AV,3170,4,3,0,10,"2866 NW SILKTASSEL DR, CORVALLIS, OR"
44.263509,17.538792,214900,1024,1969,10/15/2015,325 SE PARK AVE,CORVALLIS,OR,97333,0.12,1,Dwelling,G,1360,3,1,0,10,"325 SE PARK AVE, CORVALLIS, OR"
44.276478,17.58027,330000,1424,1958,10/15/2015,2120 NW MULKEY AVE,CORVALLIS,OR,97330-2426,0.19,1,Dwelling,G,1848,3,1,1,10,"2120 NW MULKEY AVE, CORVALLIS, OR"
44.296663,17.589596,300500,1336,1980,10/15/2015,4190 NW ELMWOOD DR,CORVALLIS,OR,97330-1046,0.22,1,Dwelling,AV,1960,3,2,0,10,"4190 NW ELMWOOD DR, CORVALLIS, OR"
44.2599899,17.587664,680000,0,1956,10/14/2015,963 NW CIRCLE BLVD UNIT 101-108,CORVALLIS,OR,97330,0.44,4,Dwelling,0,9284,0,0,0,10,"963 NW CIRCLE BLVD UNIT 101-108, CORVALLIS, OR"
44.2620435,17.5645659,680000,1536,1956,10/14/2015,961 TO 965 NW CIRCLE BLVD,CORVALLIS,OR,97330,0.19,1,Dwelling,AV,1752,4,2,0,10,"961 TO 965 NW CIRCLE BLVD, CORVALLIS, OR"
44.2620435,17.5645659,680000,1536,1956,10/14/2015,951 TO 955 NW CIRCLE BLVD,CORVALLIS,OR,97330,0.19,1,Dwelling,AV,1752,4,2,0,10,"951 TO 955 NW CIRCLE BLVD, CORVALLIS, OR"
44.2868142,17.5809324,295000,1526,1967,10/14/2015,1435 NW GREENWOOD PL,CORVALLIS,OR,97330-1827,0.2,1,Dwelling,AV,1998,3,2,0,10,"1435 NW GREENWOOD PL, CORVALLIS, OR"
44.270597,17.585402,240000,1364,1959,10/13/2015,1740 NW MENLO DR,CORVALLIS,OR,97330-1949,0.22,1,Dwelling,AV,1826,3,1,1,10,"1740 NW MENLO DR, CORVALLIS, OR"
44.292011,17.57146,330000,1949,1949,10/13/2015,3640 NW HARRISON BLVD,CORVALLIS,OR,97330-4934,0.3,1,Dwelling,G,2526,4,2,0,10,"3640 NW HARRISON BLVD, CORVALLIS, OR"
44.237143,17.602713,214900,936,1971,10/13/2015,3490 NE DORCHESTER WAY,CORVALLIS,OR,97330-4022,0.22,1,Dwelling,G,1440,3,1,0,10,"3490 NE DORCHESTER WAY, CORVALLIS, OR"
44.245429,17.600055,54000,1080,1984,10/13/2015,277 NE CONIFER BLVD SPACE 144,CORVALLIS,OR,97330,0,1,Mobile Home,AV,1080,0,2,0,10,"277 NE CONIFER BLVD SPACE 144, CORVALLIS, OR"
44.2753553,17.5815673,1,3184,1973,10/9/2015,1954 TO 1956 NW HAYES AVE,CORVALLIS,OR,97330,0.16,1,Dwelling,AV,3984,8,4,0,10,"1954 TO 1956 NW HAYES AVE, CORVALLIS, OR"
44.311472,17.548358,274000,2080,2006,10/9/2015,5276 SW MERIDIAN PL,CORVALLIS,OR,97333,0.12,1,Dwelling,AV,2480,4,2,1,10,"5276 SW MERIDIAN PL, CORVALLIS, OR"
44.266855,17.568571,268000,1382,1926,10/9/2015,321 NW 10TH ST,CORVALLIS,OR,97330-6105,0.12,1,Dwelling,G,2192,2,1,0,10,"321 NW 10TH ST, CORVALLIS, OR"
44.267361,17.581987,280000,2094,1960,10/8/2015,1520 NW 13TH ST,CORVALLIS,OR,97330-4642,0.22,1,Dwelling,AV,2530,3,1,1,10,"1520 NW 13TH ST, CORVALLIS, OR"
44.267568,17.573863,10,1056,1979,10/8/2015,829 NW 13TH ST,CORVALLIS,OR,97330,0.1,1,Dwelling,AV,1418,3,1,0,10,"829 NW 13TH ST, CORVALLIS, OR"
44.26535,17.593641,255000,1474,1970,10/6/2015,1206 NW WALNUT BLVD,CORVALLIS,OR,97330,0.22,1,Dwelling,F,2454,5,2,0,10,"1206 NW WALNUT BLVD, CORVALLIS, OR"
44.2831818,17.5716611,115000,0,NA,10/6/2015,2785 NW ARNOLD WAY UNIT 200,CORVALLIS,OR,97330,0.11,0,NA,0,0,0,0,0,10,"2785 NW ARNOLD WAY UNIT 200, CORVALLIS, OR"
44.26459,17.558886,275000,0,1900,10/6/2015,363 SW B AVE,CORVALLIS,OR,97333,0.12,0,Commercial,AV,3240,0,0,0,10,"363 SW B AVE, CORVALLIS, OR"
44.289443,17.585487,320000,1774,1965,10/5/2015,3340 NW NORWOOD DR,CORVALLIS,OR,97330,0.2,1,Dwelling,AV,2280,3,2,0,10,"3340 NW NORWOOD DR, CORVALLIS, OR"
44.290028,17.555785,2.00E+05,0,1948,10/2/2015,1110 SW 35TH ST,CORVALLIS,OR,97333,0.39,2,Dwelling,0,2606,0,0,0,10,"1110 SW 35TH ST, CORVALLIS, OR"
44.2622499,17.5805517,298800,1700,1993,10/2/2015,980 TO 982 NW HAYES AVE,CORVALLIS,OR,97330,0.16,1,Dwelling,G,2220,4,2,0,10,"980 TO 982 NW HAYES AVE, CORVALLIS, OR"
44.3135743,17.5693142,4400,672,1991,10/2/2015,200 NW 53RD ST SPACE 36,CORVALLIS,OR,97330,0,1,Mobile Home,F,672,0,1,0,10,"200 NW 53RD ST SPACE 36, CORVALLIS, OR"
44.262865,17.596119,365000,2002,1993,10/1/2015,2860 NW HIGHLAND DR,CORVALLIS,OR,97330,0.26,1,Dwelling,G,2578,3,2,0,10,"2860 NW HIGHLAND DR, CORVALLIS, OR"
44.280351,17.576073,175000,1090,1939,10/1/2015,828 NW 26TH ST,CORVALLIS,OR,97330,0.19,1,Dwelling,F,1460,2,1,0,10,"828 NW 26TH ST, CORVALLIS, OR"
44.258242,17.550018,358000,1744,1970,10/1/2015,1615 SE BETHEL ST,CORVALLIS,OR,97333,0.23,1,Dwelling,G,2724,2,2,0,10,"1615 SE BETHEL ST, CORVALLIS, OR"
44.274053,17.5894318,220000,1704,1966,10/1/2015,1815 NW LOCUST ST,CORVALLIS,OR,97330-1366,0.24,1,Dwelling,AV,2194,4,2,0,10,"1815 NW LOCUST ST, CORVALLIS, OR"
44.254519,17.597562,2.00E+05,1443,1973,10/1/2015,588 NW MAXINE AVE,CORVALLIS,OR,97330-3824,0.24,1,Dwelling,F,1944,3,1,1,10,"588 NW MAXINE AVE, CORVALLIS, OR"
44.296506,17.582713,241000,1228,1975,10/1/2015,1504 NW WOODLAND DR,CORVALLIS,OR,97330,0.26,1,Dwelling,AV,1712,3,1,1,10,"1504 NW WOODLAND DR, CORVALLIS, OR"
44.262799,17.5384249,220000,1453,2005,10/1/2015,504 SE PARK AVE,CORVALLIS,OR,97333,0.15,1,Dwelling,AV,1929,4,2,0,10,"504 SE PARK AVE, CORVALLIS, OR"
44.280217,17.58504,226000,2000,1958,10/1/2015,2445 NW ARTHUR AVE,CORVALLIS,OR,97330-1933,0.21,1,Dwelling,AV,2462,5,2,0,10,"2445 NW ARTHUR AVE, CORVALLIS, OR"
44.24968,17.590523,1,952,1978,10/1/2015,755 NE CIRCLE BLVD SPACE 71,CORVALLIS,OR,97330,0,1,Mobile Home,AV,952,0,1,0,10,"755 NE CIRCLE BLVD SPACE 71, CORVALLIS, OR"
44.2620435,17.5645659,175000,0,NA,9/30/2015,6298 SW GRAND OAKS DR GARAGE # G25,CORVALLIS,OR,97333,0.01,0,RES Feature,0,0,0,0,0,9,"6298 SW GRAND OAKS DR GARAGE # G25, CORVALLIS, OR"
44.3028602,17.55631,618000,0,1947,9/30/2015,1101 SW STOPP PL,CORVALLIS,OR,97333,0.77,2,Dwelling,0,5338,0,0,0,9,"1101 SW STOPP PL, CORVALLIS, OR"
44.282473,17.575097,350000,2356,1976,9/30/2015,728 NW 28TH ST,CORVALLIS,OR,97330,0.16,1,Dwelling,AV,2816,6,2,2,9,"728 NW 28TH ST, CORVALLIS, OR"
44.305647,17.55608,245780,1364,1957,9/30/2015,4810 SW WEST HILLS RD,CORVALLIS,OR,97333,0.23,1,Dwelling,AV,1724,3,1,0,9,"4810 SW WEST HILLS RD, CORVALLIS, OR"
44.254541,17.531572,328000,2344,2006,9/30/2015,3305 SE SAFE HARBOR ST,CORVALLIS,OR,97333,0.12,1,Dwelling,AV,2824,3,2,1,9,"3305 SE SAFE HARBOR ST, CORVALLIS, OR"
44.262462,17.537562,152365,1210,1998,9/30/2015,2868 SE DEBORAH PL,CORVALLIS,OR,97333,0.15,1,Mobile Home,AV,1518,0,2,0,9,"2868 SE DEBORAH PL, CORVALLIS, OR"
44.295329,17.597274,350000,2100,1977,9/30/2015,3036 NW THISTLE PL,CORVALLIS,OR,97330-3324,0.18,1,Dwelling,G,2624,4,2,1,9,"3036 NW THISTLE PL, CORVALLIS, OR"
44.22029,17.602314,278500,2128,1977,9/30/2015,4160 NE ASBAHR PL,CORVALLIS,OR,97330,0.91,1,Dwelling,AV,2752,5,3,0,9,"4160 NE ASBAHR PL, CORVALLIS, OR"
44.269289,17.5625425,240000,1009,1930,9/30/2015,422 SW 9TH ST,CORVALLIS,OR,97333,0.12,1,Dwelling,AV,1369,2,1,0,9,"422 SW 9TH ST, CORVALLIS, OR"
44.256054,17.599767,415000,1993,2011,9/30/2015,3394 NW CORONADO ST,CORVALLIS,OR,97330,0.18,1,Dwelling,AV,2675,3,2,1,9,"3394 NW CORONADO ST, CORVALLIS, OR"
44.297371,17.592745,185000,1384,1978,9/30/2015,4181 NW WALNUT PL,CORVALLIS,OR,97330,0.08,1,Dwelling,AV,1636,3,1,1,9,"4181 NW WALNUT PL, CORVALLIS, OR"
44.2463352,17.5946242,74500,1481,2003,9/30/2015,2601 NE JACK LONDON ST SPACE 110,CORVALLIS,OR,97330,NA,1,Mobile Home,AV,2041,0,2,0,9,"2601 NE JACK LONDON ST SPACE 110, CORVALLIS, OR"
44.258528,17.546287,225000,1292,1977,9/29/2015,863 SE BETHEL PL,CORVALLIS,OR,97333,0.13,1,Dwelling,AV,1692,3,1,1,9,"863 SE BETHEL PL, CORVALLIS, OR"
44.2911274,17.5694177,423000,3072,1956,9/29/2015,3630 NW JACKSON AVE,CORVALLIS,OR,97330-4957,0.45,1,Dwelling,G,3462,4,3,1,9,"3630 NW JACKSON AVE, CORVALLIS, OR"
44.274604,17.57977,390000,0,1916,9/29/2015,1935 NW GRANT AVE,CORVALLIS,OR,97330,0.21,2,Dwelling,0,1821,0,0,0,9,"1935 NW GRANT AVE, CORVALLIS, OR"
44.274307,17.579772,390000,641,1916,9/29/2015,1933 NW GRANT AVE,CORVALLIS,OR,97330,0.22,1,Dwelling,F,641,1,1,0,9,"1933 NW GRANT AVE, CORVALLIS, OR"
44.263154,17.536056,1,996,1978,9/29/2015,300 SE GOODNIGHT AVE SPACE 40,CORVALLIS,OR,97333-2158,0,1,Mobile Home,AV,996,0,1,0,9,"300 SE GOODNIGHT AVE SPACE 40, CORVALLIS, OR"
44.256719,17.5908609,240000,1186,1910,9/28/2015,946 NW SEQUOIA AVE,CORVALLIS,OR,97330-1529,0.3,1,Dwelling,G,1186,3,1,0,9,"946 NW SEQUOIA AVE, CORVALLIS, OR"
44.266491,17.543287,137000,1532,1946,9/25/2015,2300 SW 3RD ST,CORVALLIS,OR,97333,0.17,1,Dwelling,AV,1932,3,1,0,9,"2300 SW 3RD ST, CORVALLIS, OR"
44.271008,17.5834649,251450,1238,1962,9/25/2015,1615 NW 17TH ST,CORVALLIS,OR,97330-1916,0.2,1,Dwelling,G,1763,3,1,1,9,"1615 NW 17TH ST, CORVALLIS, OR"
44.265156,17.574241,325000,1604,1940,9/25/2015,921 NW 11TH ST,CORVALLIS,OR,97330-6018,0.24,1,Dwelling,AV,2892,3,2,0,9,"921 NW 11TH ST, CORVALLIS, OR"
44.266028,17.597296,387500,2660,1983,9/25/2015,3006 NW ANGELICA DR,CORVALLIS,OR,97330-3623,0.21,1,Dwelling,AV,3140,4,3,0,9,"3006 NW ANGELICA DR, CORVALLIS, OR"
44.315519,17.561336,2.00E+05,942,1972,9/25/2015,520 SW 56TH ST,CORVALLIS,OR,97333,0.23,1,Dwelling,AV,1446,3,1,0,9,"520 SW 56TH ST, CORVALLIS, OR"
44.295165,17.538421,160000,1743,1988,9/25/2015,2850 SW DE ARMOND DR,CORVALLIS,OR,97333,0.29,1,Dwelling,AV,2295,3,2,0,9,"2850 SW DE ARMOND DR, CORVALLIS, OR"
44.254548,17.533715,254000,1664,2010,9/24/2015,3164 SE EVERGLADE ST,CORVALLIS,OR,97333,0.06,1,Dwelling,AV,2104,2,2,1,9,"3164 SE EVERGLADE ST, CORVALLIS, OR"
44.312271,17.559081,219000,1380,1960,9/23/2015,760 SW 53RD ST,CORVALLIS,OR,97333,0.19,1,Dwelling,AV,1740,3,1,1,9,"760 SW 53RD ST, CORVALLIS, OR"
44.2674191,17.5308119,169000,912,1954,9/23/2015,3417 SE 3RD ST,CORVALLIS,OR,97333,0.15,1,Dwelling,G,912,3,1,0,9,"3417 SE 3RD ST, CORVALLIS, OR"
44.261269,17.550903,181343,1216,1949,9/22/2015,530 SE CHESTER AVE,CORVALLIS,OR,97333,0.24,1,Dwelling,AV,1216,3,1,0,9,"530 SE CHESTER AVE, CORVALLIS, OR"
44.286286,17.591602,140000,2472,1966,9/21/2015,3177 NW ROOSEVELT DR,CORVALLIS,OR,97330-1165,0.36,1,Dwelling,AV,2956,5,2,2,9,"3177 NW ROOSEVELT DR, CORVALLIS, OR"
44.285388,17.599393,237500,1567,2002,9/21/2015,3196 NW MORNING GLORY DR,CORVALLIS,OR,97330,0.06,1,Dwelling,AV,2007,3,2,1,9,"3196 NW MORNING GLORY DR, CORVALLIS, OR"
44.2600032,17.5276451,376000,2452,2013,9/21/2015,3628 SE SHORELINE DR,CORVALLIS,OR,97333,0.11,1,Dwelling,AV,3072,3,2,1,9,"3628 SE SHORELINE DR, CORVALLIS, OR"
44.291154,17.581192,345350,2508,1970,9/21/2015,1410 NW FOREST DR,CORVALLIS,OR,97330-1706,0.33,1,Dwelling,AV,2992,4,3,0,9,"1410 NW FOREST DR, CORVALLIS, OR"
44.266334,17.563798,625000,4414,1951,9/18/2015,240 SW 7TH ST,CORVALLIS,OR,97333-4551,0.27,1,Dwelling,G,6214,4,2,1,9,"240 SW 7TH ST, CORVALLIS, OR"
44.278003,17.5835269,244000,1092,1958,9/18/2015,1610 NW 23RD ST,CORVALLIS,OR,97330,0.22,1,Dwelling,G,1430,3,1,0,9,"1610 NW 23RD ST, CORVALLIS, OR"
44.268018,17.545353,124900,1248,1983,9/18/2015,2128 SW BUTTERFIELD DR,CORVALLIS,OR,97333,0.12,1,Mobile Home,G,1776,0,2,0,9,"2128 SW BUTTERFIELD DR, CORVALLIS, OR"
44.260335,17.599827,460000,2918,1978,9/18/2015,3356 NW MAXINE CIR,CORVALLIS,OR,97330,0.22,1,Dwelling,G,3470,4,3,0,9,"3356 NW MAXINE CIR, CORVALLIS, OR"
44.25795,17.538508,225055,1152,1979,9/18/2015,920 SE PARK AVE,CORVALLIS,OR,97333,0.15,1,Dwelling,AV,1472,3,1,0,9,"920 SE PARK AVE, CORVALLIS, OR"
44.307868,17.5934491,4.00E+05,1683,2015,9/18/2015,2765 NW MARIGOLD PL,CORVALLIS,OR,97330,0.12,1,Dwelling,AV,2083,3,1,0,9,"2765 NW MARIGOLD PL, CORVALLIS, OR"
44.25824,17.5982713,267525,1352,1976,9/18/2015,742 NW BEAVER PL,CORVALLIS,OR,97330-3704,0.28,1,Dwelling,G,1836,3,2,0,9,"742 NW BEAVER PL, CORVALLIS, OR"
44.268018,17.545353,124900,1248,1983,9/18/2015,2128 SW BUTTERFIELD DR,CORVALLIS,OR,97333,0,1,Mobile Home,G,1248,0,2,0,9,"2128 SW BUTTERFIELD DR, CORVALLIS, OR"
44.272479,17.559717,230000,1134,1981,9/17/2015,839 SW MAPLE TREE DR,CORVALLIS,OR,97333,0.02,1,Dwelling,G,1424,3,2,0,9,"839 SW MAPLE TREE DR, CORVALLIS, OR"
44.26458,17.570574,205000,1376,1900,9/17/2015,541 NW 9TH ST,CORVALLIS,OR,97330-6134,0.12,1,Dwelling,AV,1574,2,1,0,9,"541 NW 9TH ST, CORVALLIS, OR"
44.2914619,17.5942879,320000,1559,1975,9/17/2015,2826 NW MONTEREY PL,CORVALLIS,OR,97330,0.2,1,Dwelling,AV,2018,3,2,0,9,"2826 NW MONTEREY PL, CORVALLIS, OR"
44.299261,17.587233,345000,1896,1978,9/17/2015,1884 NW SUNVIEW DR,CORVALLIS,OR,97330-2214,0.18,1,Dwelling,AV,2316,4,3,0,9,"1884 NW SUNVIEW DR, CORVALLIS, OR"
44.2765557,17.5920147,3400000,0,2005,9/17/2015,2211 NW PROFESSIONAL DR STE 202,CORVALLIS,OR,97330,0.73,0,Commercial,0,18378,0,0,0,9,"2211 NW PROFESSIONAL DR STE 202, CORVALLIS, OR"
44.291512,17.573444,287500,1376,1978,9/16/2015,3622 NW POLK AVE,CORVALLIS,OR,97330,0.19,1,Dwelling,AV,1860,4,2,0,9,"3622 NW POLK AVE, CORVALLIS, OR"
44.2678614,17.5712591,343500,1729,1939,9/16/2015,535 NW 12TH ST,CORVALLIS,OR,97330,0.12,1,Dwelling,G,1969,4,2,0,9,"535 NW 12TH ST, CORVALLIS, OR"
44.2909884,17.5818099,369000,1986,1961,9/16/2015,3600 NW HAYES AVE,CORVALLIS,OR,97330-1748,0.34,1,Dwelling,AV,3368,4,2,0,9,"3600 NW HAYES AVE, CORVALLIS, OR"
44.258273,17.596258,239000,1411,1994,9/15/2015,824 NW SUNDANCE CIR,CORVALLIS,OR,97330,0.08,1,Dwelling,AV,1847,3,2,1,9,"824 NW SUNDANCE CIR, CORVALLIS, OR"
44.308591,17.554191,248000,2408,1945,9/15/2015,1220 SW GEROLD ST,CORVALLIS,OR,97333,0.42,1,Dwelling,AV,3888,5,4,0,9,"1220 SW GEROLD ST, CORVALLIS, OR"
44.2922829,17.5559954,405000,2128,2011,9/15/2015,3725 SW DEON DR,CORVALLIS,OR,97333,0.21,1,Dwelling,AV,2588,3,3,0,9,"3725 SW DEON DR, CORVALLIS, OR"
