eventid,iyear,imonth,iday,approxdate,extended,resolution,country,country_txt,region,region_txt,provstate,city,lat,lon,specificity,vicinity,location,summary,crit1,crit2,crit3,doubtterr,alternative,alternative_txt,multiple,success,suicide,attacktype1,attacktype1_txt,attacktype2,attacktype2_txt,attacktype3,attacktype3_txt,targtype1,targtype1_txt,targsubtype1,targsubtype1_txt,corp1,target1,natlty1,natlty1_txt,targtype2,targtype2_txt,targsubtype2,targsubtype2_txt,corp2,target2,natlty2,natlty2_txt,targtype3,targtype3_txt,targsubtype3,targsubtype3_txt,corp3,target3,natlty3,natlty3_txt,gname,gsubname,gname2,gsubname2,gname3,gsubname3,motive,guncertain1,guncertain2,guncertain3,individual,nperps,nperpcap,claimed,claimmode,claimmode_txt,claim2,claimmode2,claimmode2_txt,claim3,claimmode3,claimmode3_txt,compclaim,weaptype1,weaptype1_txt,weapsubtype1,weapsubtype1_txt,weaptype2,weaptype2_txt,weapsubtype2,weapsubtype2_txt,weaptype3,weaptype3_txt,weapsubtype3,weapsubtype3_txt,weaptype4,weaptype4_txt,weapsubtype4,weapsubtype4_txt,weapdetail,nkill,nkillus,nkillter,nwound,nwoundus,nwoundte,property,propextent,propextent_txt,propvalue,propcomment,ishostkid,nhostkid,nhostkidus,nhours,ndays,divert,kidhijcountry,ransom,ransomamt,ransomamtus,ransompaid,ransompaidus,ransomnote,hostkidoutcome,hostkidoutcome_txt,nreleased,addnotes,scite1,scite2,scite3,dbsource,INT_LOG,INT_IDEO,INT_MISC,INT_ANY,related
2.01E+11,2009,1,26,,0,,228,Yemen,10,Middle East & North Africa,Amanat Al Asimah,Sanaa,15.325443,44.211895,1,0,,"01/26/2009: On Monday, in Sanaa, San'a', Yemen, three armed assailants fired upon a police checkpoint near the United States (US) Embassy, causing no injuries or damage.  The US Embassy stated that several hours prior to the attack, it had received a telephone call and an email, warning of an attack by al-Qaida. No group claimed responsibility, but authorities blamed Hushaysh tribal members.",1,1,1,0,,,0,0,0,2,Armed Assault,,,,,7,Government (Diplomatic),46,Embassy/Consulate,,"The police checkpoint near the United States Embassy in Sannaa,",228,Yemen,,,,,,,,,,,,,,,,,Hushaysh Tribal Members,,,,,,The specific motive for the attack is unknown.,1,,,0,3,0,0,,,,,,,,,,5,Firearms,5,Unknown Gun Type,,,,,,,,,,,,,Unknown firearms were used in the attack.,0,0,0,0,0,0,0,,,,,0,,,,,,,,,,,,,,,,,"Ahmed Al-Haj, ""Yemen: Gunshots Fired Near US Embassy,"" LexisNexis Academic, Associated Press Worldstream, January 27, 2009.","National Counterterrorism Center, ""Police Checkpoint Targeted in Armed Attack by Suspected Hushaysh Tribal Members in Sanaa, San'a', Yemen,"" Worldwide Incidents Tracking System, December 2, 2009.",,ISVG,-9,-9,0,-9,
2.01E+11,2009,1,29,,0,,228,Yemen,10,Middle East & North Africa,Al Jawf,Unknown,16.431822,45.602888,3,0,The incident occurred 190 kilometers northeast of Sanaa.,"01/29/2009: On Thursday, an explosion was reported to have halted the flow of oil through Yemen's Marib-Ras Issa pipeline. The line was cut in the Argain Valley, 190 km north east of Yemens' capital Sana'a. No claim of responsibility has been reported.",1,1,1,0,,,0,1,0,3,Bombing/Explosion,,,,,1,Business,1,Gas/Oil/Electric,,Yemen's Marib-Ras Issa pipeline running through the Arqain Valley.,228,Yemen,,,,,,,,,,,,,,,,,Unknown,,,,,,The specific motive for the attack is unknown.,0,,,0,-99,0,0,,,,,,,,,,6,Explosives,16,Unknown Explosive Type,,,,,,,,,,,,,Unknown explosives were used in the attack.,0,0,0,0,0,0,1,4,Unknown,,The attack caused an unknown amount of property damage.,0,,,,,,,,,,,,,,,,,"World Markets Research Centre; Global Insight, ""Crucial Oil Pipeline Again Targeted in Yemen,"" LexisNexis Academic, World Markets Research Centre; Global Insight, January 30, 2009.","Deutsche Presse-Agentur, ""Yemen's Main Oil Pipeline Blown Up, Flow Not,"" LexisNexis Academic, Deutsche Presse-Agentur, January 29, 2009.","Ahmed Al-Haj, ""Officials: Blast Hits Oil Pipeline in East Yemen,"" LexisNexis Academic, Associated Press Worldstream, January 29, 2009.",ISVG,-9,-9,0,-9,
2.01E+11,2009,3,18,,0,,228,Yemen,10,Middle East & North Africa,Amanat Al Asimah,Sanaa,15.325443,44.211895,1,0,The incident occurred on a road between the South Korean Embassy and the Sanaa Airport.,"03/18/2009: A suicide bomber , Shamel al-Sanaan, struck a three car convoy using an improvised bomb in  Sanaa. The convoy was carrying a diplomat  from the  South Korean Embassy and two foreign officials from Seoul  sent to Yemen to investigate a bombing earlier in the week that killed four tourists from their country. The convoy was also carrying relatives of the victims of Sunday's attack who were in the country to recover the bodies of those killed in that attack. They were headed to the airport for a flight to return to South Korea when the bomber struck.  The windows of the vehicle were shattered in the blast but no injuries or casualties were reported. Al-Qaeda group claimed responsibility for the attack.",1,1,1,0,,,0,1,1,3,Bombing/Explosion,,,,,7,Government (Diplomatic),45,"Diplomatic Personnel (outside of embassy, consulate)",South Korean Officials,The attack targeted a convoy carrying South Korean officials.,184,South Korea,,,,,,,,,,,,,,,,,Al-Qaida in Yemen,,,,,,The specific motive for the attack is unknown.,1,,,0,-99,0,1,10,Unknown,,,,,,,,6,Explosives,13,Suicide (carried bodily by human being),,,,,,,,,,,,,An improvised explosive device was used in the attack.,1,,1,,,,-9,,,,It Is unknown if the attack caused any property damage.,0,,,,,,,,,,,,,,,,,"Ahmed Al-Haj, ""Suicide bomber hits South Korean convoy in Yemen,"" Associated Press Online, March 18, 2009.","Japan Economic Newswire, ""Blast hits convoy carrying S. Korean bereaved families in Yemen,"" LexisNexisAcademic. March 18, 2009.","Agence France Presse, ""Qaeda claims second Yemen attack on Skoreans,"" Agence France Presse, April 10, 2009.",ISVG,0,1,1,1,
2.01E+11,2009,3,31,,0,,228,Yemen,10,Middle East & North Africa,Hajjah,Bani Siraj,15.862624,43.042614,1,0,The Italian tourists were kidnapped in Bani Siraj. The exact location is unknown.,"03/31/2009: On Tuesday, in Bani Siraj, Al Hudaydah, Yemen, assailants kidnapped two Italian tourists. They were taken to the mountainous area Bouna Dabyan. No casualties were reported. No group claimed responsibility, but it was believe that local tribal members were responsible. The status of the hostages  is unknown",1,1,1,0,,,0,1,0,6,Hostage Taking (Kidnapping),,,,,18,Tourists,97,Tourist,,Two Italian tourists were the targeted.,98,Italy,,,,,,,,,,,,,,,,,Unknown,,,,,,The specific motive for the attack is unknown.,0,,,0,-99,0,0,,,,,,,,,,13,Unknown,,,,,,,,,,,,,,,It is unknown if weapons were used in the attack.,0,0,0,0,0,0,0,,,,,1,2,0,,-99,,,-9,,,,,,7,Unknown,0,,"Xinhua News Agency, ""Two Foreigners Abducted in Yemen: Security Source,"" LexisNexis Academic, March 31, 2009.i","National Counterterrorism Center, ""Two Civilians Kidnapped by Suspected Tribal Members in Bani Siraj, Al Hudaydah,"" Worldwide Incidents Tracking System, March 31, 2009.",,ISVG,-9,-9,1,1,
2.01E+11,2009,3,31,,1,4/12/2009,228,Yemen,10,Middle East & North Africa,Sanaa,Bani Dabian,15.361789,44.19735,4,0,,"03/31/2009: On Tuesday, in Bani Dabian, San'a', Yemen, armed assailants kidnapped a Dutch water expert and his wife.  On 20090412, they were freed unharmed.  No group claimed responsibility, but it was believed that local tribal members from the al-Siraj clan were responsible.",1,1,1,0,,,0,1,0,6,Hostage Taking (Kidnapping),,,,,18,Tourists,97,Tourist,,A Dutch couple was targeted in this kidnapping.,142,Netherlands,,,,,,,,,,,,,,,,,Unknown,,,,,,The specific motive for the attack is unknown.,0,,,0,-99,0,0,,,,,,,,,,13,Unknown,,,,,,,,,,,,,,,It is unknown if weapons were used in the attack.,0,0,0,0,0,0,0,,,,It Is unknown if the attack caused any property damage.,1,2,0,,12,,,-9,,,,,,2,Hostage(s) released by perpetrators,2,,"Almed Al-Haj, Associated Press Worldstream, ""Dutch Couple Kidnapped in Yemen's Capital,"" Associated Press Worldstream, March 31, 2009.","National Counterterrorism Center, ""Two Civilians Kidnapped by Suspected al-Siraj Tribal Members in Bani Dabian, San'a', Yemen,"" Worldwide Incidents Tracking System, March 31, 2009.",,ISVG,-9,-9,1,1,
2.01E+11,2009,5,11,,0,,228,Yemen,10,Middle East & North Africa,Saada,As Safra district,17.028705,43.668967,3,0,"The attack took place in the Al Safra district in the Sa'dah governorate, Yemen.","05/11/2009: On Monday, in the Al Safra district in the Sa'dah governorate in Yemen, three people were killed and four were wounded in an ambush by Believing Youth rebels. The ambush targeted several supporters of the authorities from Al-Asnaj clan. No damage or motive were reported and no group claimed responsibility.",1,1,1,0,,,0,1,0,9,Unknown,,,,,14,Private Citizens & Property,67,Unnamed Civilian/Unspecified,Al-Asnaj clan,Supporters,228,Yemen,,,,,,,,,,,,,,,,,Al-Shabaab al-Mu'minin,,,,,,The specific motive for the attack is unknown.,1,,,0,-99,0,0,,,,,,,,,,13,Unknown,,,,,,,,,,,,,,,Unknown weapons were used in the attack.,3,0,0,4,0,0,0,,,,,0,,,,,,,,,,,,,,,,,"BBC Monitoring Middle East, ""Yemen's Huthist Rebels Reportedly Preparing For War,"" Al-Sharq al-Awsat, May 11, 2009.",,,ISVG,0,0,0,0,
2.01E+11,2009,6,12,,1,,228,Yemen,10,Middle East & North Africa,Saada,Nushur,17.073056,43.800625,1,0,"The attack took place in Nushur, Sa'dah, Yemen.","06/12/2009: On Friday, in Nushur, Sa'dah, Yemen, armed assailants kidnapped nine civilians (7 Germans including 3 children; 1 Briton; 1 South Korean). On 06/15/2009, the bodies of three hostages (2 Germans; 1 South Korean) were found. Two additional hostages, both children, were rescued in May 2010. The childrens' parents and younger sibling were killed on September 23, 2014. The condition of the remaining hostage is unknown. No damage or motive were reported. No group claimed responsibility, but it was believed that local Huthi tribal members or Al-Qaida Organization in the Arabian Peninsula were responsible.",1,1,1,0,,,0,1,0,6,Hostage Taking (Kidnapping),2,Armed Assault,,,14,Private Citizens & Property,67,Unnamed Civilian/Unspecified,,Seven German citizens,75,Germany,14,Private Citizens & Property,71,Race/Ethnicity Identified,,One British citizen,216,Great Britain,14,Private Citizens & Property,71,Race/Ethnicity Identified,,A South Korean citizen was targeted.,184,South Korea,Houthi extremists (Ansar Allah),,,,,,The specific motive for the attack is unknown.,1,,,0,-99,0,0,,,,,,,,,,13,Unknown,,,,,,,,,,,,,,,Unknown weapons were used in the attack.,6,0,0,,0,0,0,,,,,1,9,0,,-99,,,0,,,,,,6,Combination,2,,"National Counterterrorism Center, ""Three Civilians Kidnapped and Killed, Three Civilians, Three Children Kidnapped in Nushur, Sa'dah, Yemen,"" Worldwide Incidents Tracking System, December 03, 2009.","Deutsche Press-Agentur, ""Seven Germans, Briton And Korean Kidnapped In Yemen,"" Deutsche Press-Agentur, June 14, 2009.","""German couple kidnapped in Yemen is dead, foreign ministry says."" Deutsche Welle, September 23, 2014.",ISVG,0,1,1,1,
2.01E+11,2009,9,6,,0,,228,Yemen,10,Middle East & North Africa,Al Jawf,Zuwaybi,16.249994,45.478097,4,0,,"09/06/2009: On Sunday, in Zuwaybi, Al Jawf, Yemen, armed assailants fired upon a community, killing many civilians and many children and damaging several residences. No group claimed responsibility, but it was believed that Huthist rebels were responsible.",1,1,1,0,,,0,1,0,2,Armed Assault,,,,,14,Private Citizens & Property,67,Unnamed Civilian/Unspecified,,Civilians,228,Yemen,,,,,,,,,,,,,,,,,Houthi extremists (Ansar Allah),,,,,,The specific motive for the attack is unknown.,1,,,0,-99,0,0,,,,,,,,,,5,Firearms,5,Unknown Gun Type,,,,,,,,,,,,,Unknown firearms were used in the attack.,12,0,0,0,0,0,1,3,Minor (likely < $1 million),,The attack caused minor damage to several residences.,0,,,,,,,,,,,,,,,,,"National Counterterrorism Center, ""Many Civilians, Many Children Killed in Armed Attack by Suspected Huthis Rebels in Zuwaybi, Al Jawf, Yemen,"" Worldwide Incidents Tracking System, January 14, 2010.","BBC World Broadcast, ""Yemen: Seven Rebels Killed, One Injured for Security Units' Sweeping,"" LexisNexis Academic, BBC World Broadcast, September 13, 2009.","Yemen News Agency, ""Seven Rebels Killed, One Injured for Security Units' Sweeping,"" LexisNexis Academic, Yemen News Agency, September 13, 2009.",ISVG,0,0,0,0,
2.01E+11,2009,10,5,,0,,228,Yemen,10,Middle East & North Africa,Saada,Talh,17.015158,43.684155,1,0,,"10/05/2009: On Monday, in Talh, Sa'dah, Yemen, when armed assailants fired upon the offices of Al-Sunbulah Agricultural Cooperative Society, killing four civilians, wounding two security guards, and damaging the office. No group claimed responsibility.",1,1,1,0,,,0,1,0,2,Armed Assault,,,,,1,Business,9,Farm/Ranch,Al-Sunbulah Agricultural Cooperative Society,The target was the offices of Al-Sunbulah Agricultural Cooperative Society.,228,Yemen,,,,,,,,,,,,,,,,,Unknown,,,,,,The specific motive for the attack is unknown.,0,,,0,-99,0,0,,,,,,,,,,5,Firearms,5,Unknown Gun Type,,,,,,,,,,,,,Unknown firearms were used in the attack.,4,0,0,2,0,0,1,3,Minor (likely < $1 million),,An office was damaged in the attack.,0,,,,,,,,,,,,,,,,,"National Counterterrorism Center, ""Four Civilians Killed, Two Security Guards Wounded in Armed Attack in Talh, Sa'dah, Yemen,"" Worldwide Incidents Tracking System, April 23, 2010.","BBC Monitoring Middle East, ""Yemeni Official Source Says Rebels Attack Co-Op, Rural Hospital, Kill Four,"" LexisNexis Academic, BBC Monitoring Middle East, October 5, 2009.",,ISVG,-9,-9,0,-9,
2.01E+11,2009,10,14,,0,,173,Saudi Arabia,10,Middle East & North Africa,Jizan,Jizan,16.893194,42.57526,1,0,"The incident occurred at a checkpoint in Darb, Jizan.","10/14/2009: On Wednesday morning at 0600, terrorists in a car at a security checkpoint in Darb, Jazan, Saudi Arabia opened fire on the officers at the checkpoint. The men opened fire when a female security officers was called in to check the female passengers in the car. The gunmen killed one officer, Aamir Ahmed al-Shuwaish, and lightly wounded another, while two of the terrorist were killed and the other arrested. Two of the three men were wearing explosive belts, carried a number of hand grenades, live ammunition, guns, and material for making explosives. No group claimed responsibility.",1,1,1,0,,,0,1,0,2,Armed Assault,,,,,3,Police,24,Police Checkpoint,Saudi Law Enforcement,The targets were security officers at a checkpoint.,173,Saudi Arabia,,,,,,,,,,,,,,,,,Unknown,,,,,,The specific motive for the attack is unknown.,0,,,0,3,1,0,,,,,,,,,,5,Firearms,5,Unknown Gun Type,,,,,,,,,,,,,Unknown firearms were used in the attack.,3,0,2,1,0,0,1,3,Minor (likely < $1 million),,A vehicle and a checkpoint were damaged in the attack.,0,,,,,,,,,,,,,,,,,"Arab News, ""Saudi Daily: 'Two Terrorists, Security Officer Killed' In Shootout,"" World News Connection, Arab News, October 14, 2009.","BBC Monitoring Middle East, ""Saudi Official Links Arrested Suspect in Foiled Attack to Al-Qaidah,"" LexisNexis Academic, BBC Monitoring Middle East, October 14, 2009.",,ISVG,-9,-9,0,-9,
2.01E+11,2009,11,3,,0,,173,Saudi Arabia,10,Middle East & North Africa,Jizan,Jizan,16.893194,42.57526,1,0,,"11/03/2009: On Tuesday, in Jizan, Saudi Arabia, armed assailants fired upon a Saudi Arabian border patrol, killing one guard, wounding 11 others, and damaging six vehicles. No group claimed responsibility, but it was believed that Huthis rebels were responsible.",1,1,1,0,,,0,1,0,2,Armed Assault,,,,,4,Military,29,Military Unit/Patrol/Convoy,Saudi Border Patrol,Saudi Arabian forces were targeted in the incident.,173,Saudi Arabia,,,,,,,,,,,,,,,,,Houthi extremists (Ansar Allah),,,,,,The specific motive for the attack is unknown.,1,,,0,-99,0,0,,,,,,,,,,5,Firearms,5,Unknown Gun Type,,,,,,,,,,,,,Unknown firearms were used in the attack.,1,0,0,11,0,0,1,3,Minor (likely < $1 million),,The attack caused an unknown amount of property damage.,0,,,,,,,,,,,,,,,,,"Reuters: alertnet.org, ""One Saudi Killed in Yemen Rebel Border Attack,"" http://www.alertnet.org/thenews/newsdesk/L4104658.htm (November 4, 2009).","National Counterterrorism Center, ""One Border Guard Killed, 11 Others Wounded in Armed Attack by Suspected Huthis Rebels in Jizan, Saudi Arabia,"" Worldwide Incidents Tracking System, April 13, 2010.",,ISVG,1,1,0,1,
2.01E+11,2009,11,15,,1,11/23/2009,228,Yemen,10,Middle East & North Africa,Sanaa,Arhab district,15.793696,44.319674,3,0,,"11/15/2009: On Sunday, in Arhab, San'a', Yemen, assailants kidnapped a Japanese engineer and his Yemeni driver. On 11/21/2009, the engineer was kidnapped from the tribe by a group suspected of being al-Qaida, and released on 23 November back to Yemeni authorities. The local al-Jub tribe claimed responsibility for the kidnapping.",1,1,1,0,,,0,1,0,6,Hostage Taking (Kidnapping),2,Armed Assault,,,14,Private Citizens & Property,77,Laborer (General)/Occupation Identified,,An engineer and his driver,228,Yemen,,,,,,,,,,,,,,,,,Al-Jub Tribe,,,,,,The specific motive for the attack is unknown.,0,,,0,-99,0,1,10,Unknown,,,,,,,,13,Unknown,,,,,,,,,,,,,,,It is unknown if weapons were used in the attack.,0,0,0,0,0,0,0,,,,,1,2,0,,8,,,0,,,,,,6,Combination,1,"The hostage outcome is marked as combination because the sources only mentioned one of the hostages being released, the outcome of the other hostage is unknown.","National Counterterrorism Center, ""Two Civilians Kidnapped in Arhab, San'a', Yemen,"" Worldwide Incidents Tracking System, April 13, 2010.","Xinhua News Agency, ""Japanese Engineer Released,"" LexisNexis Academic, Xinhua News Agency, November 23, 2009.",,ISVG,-9,-9,0,-9,
2.01E+11,2010,2,12,,0,,228,Yemen,10,Middle East & North Africa,Saada,Sadah,16.917494,43.762409,1,0,,"02/12/2010: On Friday, near the northern city of Saada, Saada, Yemen, Shi'ite rebels killed one soldier and wounded seven others, violating a ceasefire agreed by rebels and the government a day earlier. There were no reported damages.",1,1,1,0,,,0,1,0,2,Armed Assault,,,,,4,Military,34,"Military Personnel (soldiers, troops, officers, forces)",Yemen Military,The targets of this attack were soldiers.,228,Yemen,,,,,,,,,,,,,,,,,Unknown,,,,,,The specific motive for the attack is unknown.,0,,,0,-99,0,0,,,,,,,,,,5,Firearms,5,Unknown Gun Type,,,,,,,,,,,,,Unknown firearms were used in the attack.,1,0,0,7,0,0,0,,,,,0,,,,,,,,,,,,,,,,,"Reuters, ""Yemen Shi'ite Rebels Break Truce, Soldier Killed,"" http://www.alertnet.org/thenews/newsdesk/LDE61B1LD.htm (February 12, 2010.)","Agence France Presse, ""Yemen Army Says Soliders Dead as Rebels Break Ceasefire,"" LexisNexis Academic, Agence France Presse, February 12, 2010.",,ISVG,-9,-9,0,-9,
2.01E+11,2010,2,15,,0,,228,Yemen,10,Middle East & North Africa,Al Jawf,Unknown,16.249994,45.478097,4,0,,"02/15/2010: On Monday, in an unspecified location of Jawf, Yemen, a Yemeni army officer was killed by insurgents at a checkpoint. No group claimed responsibility, but it was suspected that northern Shi’ite rebels were responsible.",1,1,1,0,,,0,1,0,2,Armed Assault,,,,,4,Military,34,"Military Personnel (soldiers, troops, officers, forces)",Yemen Military,A Yemeni military officer was targeted in the attack.,228,Yemen,,,,,,,,,,,,,,,,,Unknown,,,,,,The specific motive for the attack is unknown.,0,,,0,-99,0,0,,,,,,,,,,5,Firearms,5,Unknown Gun Type,,,,,,,,,,,,,Unknown firearms were used in the attack.,1,0,0,0,0,0,0,,,,,0,,,,,,,,,,,,,,,,,"Reuters, ""Shi'ite Rebels Kill Yemen Officer, Official Says,"" Reuters, February 16, 2010,http://www.alertnet.org/thenews/newsdesk/LDE61F2K5.htm.","BBC Monitoring Middle East, ""Yemeni General Reportedly Killed,"" LexisNexis Academic, BBC Monitoring Middle East, February 16, 2010.","Yemen News Agency, ""Houthi Group Continues Violations, General Murdered in Northeast Region,"" LexisNexis Academic, Yemen News Agency, February 16, 2010.",ISVG,-9,-9,0,-9,
2.01E+11,2010,4,13,,0,,228,Yemen,10,Middle East & North Africa,Saada,Unknown,16.934746,43.76484,4,0,,"04/13/2010: On Tuesday, in an unspecified location in the Sa'dah province of Yemen, a gunfight broke out when a guard confronted several rebels at a school. An exchange of fire led to the death of the school guard and one of the attackers. No group has claimed responsibility for the attack.",0,1,1,1,2,Other Crime Type,0,1,0,2,Armed Assault,,,,,3,Police,25,Police Security Forces/Officers,,The target of this attack was a school guard.,228,Yemen,,,,,,,,,,,,,,,,,Unknown,,,,,,The specific motive for the attack is unknown.,0,,,0,-99,0,0,,,,,,,,,,5,Firearms,5,Unknown Gun Type,,,,,,,,,,,,,Unknown firearms were used in the attack.,2,0,1,0,0,0,0,,,,,0,,,,,,,,,,,,,,,,,"Reuters, ""Rebels Kill School Guard, Straining Truce,"" Reuters, April 14, 2010, http://www.alertnet.org/thenews/newsdesk/LDE63D063.htm.","Al Arabiya, ""Yemen Rebels Breach Truce, Fire on Military Plane,"" LexisNexis Academic, Al Arabiya, April 15, 2010.","Daily Star, ""Yemen Rebels Open Fire,"" LexisNexis Academic, Daily Star, April 17, 2010.",ISVG,-9,-9,0,-9,
2.01E+11,2010,4,13,,0,,228,Yemen,10,Middle East & North Africa,Saada,Sadah,16.917494,43.762409,1,0,,"04/13/2010: On Tuesday, in Sa'dah city in the Sa'dah province of Yemen, unknown rebels shot and wounded a soldier. No group has claimed responsibility for the attack.",1,1,1,0,,,0,1,0,2,Armed Assault,,,,,4,Military,34,"Military Personnel (soldiers, troops, officers, forces)",Yemeni Army,The target of this attack was a soldier.,228,Yemen,,,,,,,,,,,,,,,,,Unknown,,,,,,The specific motive for the attack is unknown.,0,,,0,-99,0,0,,,,,,,,,,5,Firearms,5,Unknown Gun Type,,,,,,,,,,,,,Unknown firearms were used in the attack.,0,0,0,1,0,0,-9,4,Unknown,,It is unknown if the attack caused any property damage.,0,,,,,,,,,,,,,,,,,"Reuters, ""Yemeni Rebels Kill School Guard, Straining Truce,"" Reuters, April 14, 2010, http://www.alertnet.org/thenews/newsdesk/LDE63D063.htm.","Daily Star, ""Yemen Rebels Open Fire,"" LexisNexis Academic, Daily Star, April 17, 2010.",,ISVG,-9,-9,0,-9,
2.01E+11,2010,4,22,,0,,228,Yemen,10,Middle East & North Africa,Saada,Sadah,16.917494,43.762409,1,0,,"04/22/2010: On Thursday, in the Sa'dah district, Sa'dah province of Yemen, three people were killed during an armed clash at a security checkpoint. Government and local tribal sources claimed that Al-Shabab al-Muminin militants opened fire on security force personnel at the checkpoint and that three militants were killed by retaliatory fire. No group claimed responsibility.",1,1,1,0,,,0,1,0,2,Armed Assault,,,,,3,Police,25,Police Security Forces/Officers,Yemeni Law Enforcement,Yemeni Security personnel,228,Yemen,,,,,,,,,,,,,,,,,Al-Shabaab al-Mu'minin,,,,,,The specific motive for the attack is unknown.,1,,,0,-99,0,0,,,,,,,,,,5,Firearms,5,Unknown Gun Type,,,,,,,,,,,,,Unknown firearms were used in the attack.,3,0,3,0,0,0,-9,4,Unknown,,It is unknown if the attack caused any property damage.,0,,,,,,,,,,,,,,,,,"Jane's Intelligence, ""Armed Clash Leaves Three Dead in Yemen's Saada,"" Terrorism Watch Report, April 23, 2010.","Saudi Gazette, ""Gunfight Kills Three in Yemen; Violence Threatens Truce,"" Saudi Gazette, April 22, 2010, http://www.saudigazette.com.sa/index.cfm?method=home.regcon&contentID=2010042370204.","Daily Star, ""Gunfight Kills Three in Yemen as Violence,"" LexisNexis Academic, Daily Star, April 23, 2010.",ISVG,0,0,0,0,
2.01E+11,2010,4,26,,0,,228,Yemen,10,Middle East & North Africa,Amanat Al Asimah,Sanaa,15.325443,44.211895,1,0,,"04/26/2010: On Monday, in the capital city of Sanaa, in the San'a province of Yemen, a suicide bomber targeted the convoy of the British ambassador as he was travelling to work. Three nearby civilians were wounded in the attack but the ambassador was unharmed. Yemeni officials alleged that Al-Qaeda in the Arabian Peninsula was responsible for the attack, but no group claimed responsibility.",1,1,1,0,,,0,0,1,1,Assassination,,,,,7,Government (Diplomatic),45,"Diplomatic Personnel (outside of embassy, consulate)",British Government,The target of this attack was a British ambassador.,216,Great Britain,,,,,,,,,,,,,,,,,Al-Qaida in the Arabian Peninsula (AQAP),,,,,,The specific motive for the attack is to intimidate foreign governments working in the area.,1,,,0,-99,0,0,,,,,,,,,,6,Explosives,13,Suicide (carried bodily by human being),,,,,,,,,,,,,An improvised explosive device was used in the attack.,1,0,1,3,0,0,-9,4,Unknown,,It is unknown if the attack caused any property damage.,0,,,,,,,,,,,,,,,,,"Jane's Intelligence, ""Suicide Bomber Targets British Ambassador in Yemeni Capital,"" Terrorism Watch Report, April 26, 2010.","Khaleej Times, ""Suicide Bomber Targets British Envoy in Yemen,"" Reuters, April 26, 2010, http://www.khaleejtimes.com/displayarticle.asp?xfile=data/middleeast/2010/April/middleeast_April415.xml&section=middleeast&col=.","Agence France Presse, ""Yemen Suicide Bomber Was Jailed Over Qaeda Links: Father,"" LexisNexis Academic, Agence France Presse, April 27, 2010.",ISVG,0,1,1,1,
2.01E+11,2010,5,24,,1,,228,Yemen,10,Middle East & North Africa,Sanaa,Hajjarah,15.064521,43.71908,1,1,,"05/24/2010: On Monday, armed tribesmen kidnapped two United States (US) tourists and their Yemeni driver. The couple was taken hostage near the mountain town of Hajara near, Bani Mansour, Sanaa, Yemen, and then taken to Hamra Village. The assailants demanded for the release of a fellow tribesman held by authorities in Sanaa in exchange for the tourist. The US embassy was working to verify the report in liaison with local security authorities but the status of the hostages is unknown. No group has claimed responsibility for the attack.",1,1,1,0,,,0,1,0,6,Hostage Taking (Kidnapping),,,,,18,Tourists,97,Tourist,,Two tourists,217,United States,1,Business,,,,A driver was targeted in the attack.,228,Yemen,,,,,,,,,Unknown,,,,,,The specific motive for the attack is unknown.,0,,,0,-99,0,0,,,,,,,,,,13,Unknown,,,,,,,,,,,,,,,It is unknown if weapons were used in the attack.,0,0,0,0,0,0,0,,,,,1,3,2,,-99,,,-9,,,,,,7,Unknown,0,,"Agence France Presse, ""AFP Told: Yemen Tribesmen Kidnap US Couple,"" World News Connection, Agence France Presse, October 14, 2010.","Xinhua News Agency, ""U.S. Couple Kidnapped Near Yemeni Capital,"" Xinhua News Agency, May 24, 2010, http://news.xinhuanet.com/english2010/world/2010-05/24/c_13312913.htm.","Xinhua News Agency, ""Xinhua: Yemeni Tribal Kidnappers Hand Over U.S. Couple To Local Authorities,"" World News Connection, Xinhua News Agency, May 24,2010.",ISVG,-9,-9,1,1,
2.01E+11,2010,5,25,,0,,228,Yemen,10,Middle East & North Africa,Marib,Marib,15.45639,45.324871,1,1,,"05/25/2010: On Tuesday, near Marib, Marib province, Al-Shabwan tribesmen fired rocket-propelled grenades to avenge the death of the secretary general of Marib provincial council, Jaber Ali al-Shabwani, whom was killed by mistake in an anti Al Qaeda raid. The 450-kilometer pipeline connects the Safer oil field in Marib with Al-Salif port on the Red Sea. It was hit by rocket fire and began leaking oil. No group claimed responsibility.",1,1,1,0,,,0,1,0,3,Bombing/Explosion,,,,,21,Utilities,108,Oil,,The target of this attack were oil pipelines.,228,Yemen,,,,,,,,,,,,,,,,,Unknown,,,,,,The specific motive for the attack is unknown.,0,,,0,-99,0,0,,,,,,,,,,6,Explosives,11,"Projectile (rockets, mortars, RPGs, etc.)",,,,,,,,,,,,,A rocket-propelled grenade was used in the attack.,0,0,0,0,0,0,1,3,Minor (likely < $1 million),,An oil pipeline was damaged in the attack.,0,,,,,,,,,,,,,,,,,"Agence France Presse, ""AFP: Yemen Tribes Attack Pipeline After Botched Anti-Qaida Raid,"" World News Connection, Agence France Presse, May 25, 2010.","National Counterterrorism Center, ""One Oil Pipeline Damaged in RPG Attack by Suspected Members of the Al-Shabwan Tribe Near Marib, Ma'rib, Yemen ,"" Worldwide Incidents Tracking System, October 6, 2010.","AlArabiya, ""Yemen Tribe Hits Marib Oil Pipeline to Avenge Raid,"" LexisNexis Academic, AlArabiya, May 24, 2010.",ISVG,-9,-9,0,-9,
